mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-2.3682791443299998,1.003529865544329,-2.856036857,5.789892940860299,4.9943820820000004,3.667481507487028,hand_wash
-3.5188824652,3.296238804378662,-8.210330498000001,2.0345479435728535,-2.8078370751380004,4.7575956081870086,hand_wash
-3.4924773717470003,3.321216505813133,-7.279793616999999,2.8253530503418633,-5.534602730350001,4.191067439238998,hand_wash
-3.7248541449999992,1.7151724817875966,-6.356992545,1.3396725156087692,-6.193125287,2.535443130283219,hand_wash
-3.908312606000001,1.46003936955956,-6.089349105999999,1.3227698600830122,-6.3639740499999995,2.47835861924196,hand_wash
-3.4577016565329997,2.6401434813547597,-7.915862832,2.298436764586934,-4.0362426238,4.617093220596645,hand_wash
-3.400748106513,3.331695295511629,-8.160190812999998,2.4177883969422074,-2.75541009894,4.818604529369091,hand_wash
-3.5025364480500003,2.9397984587118526,-8.161100929,2.074710728520237,-3.3583922042,4.428021391481351,hand_wash
-2.95253217273,3.30804006908916,-7.9883481189999985,1.7763473323084074,-3.0821147164599996,4.7444294980703345,hand_wash
-3.3161799431000003,2.1795411774510765,-7.422608591300001,4.1825679352894065,-0.4422164137100001,5.873351128377806,hand_wash
-3.2659204691,2.8190396285754526,-8.311675785999997,2.0909670840043275,-2.5465045051099993,4.798467429593889,hand_wash
-3.6534585856999997,3.6756057504676,-7.767443495819999,2.5902036267618946,-4.7680647899,4.80535527064201,hand_wash
-3.0486203593,2.621853809831918,-7.406262615,2.317246701953409,-4.841951102999999,4.245377585358841,hand_wash
-2.9073621182,2.46814939419796,-7.854598267000003,3.220983763405166,0.5186774188199998,4.564536628460805,hand_wash
-3.8184514827,3.7036972872379743,-8.5692721353,3.579628529753569,-3.7240278749299995,4.902450904888734,hand_wash
-2.773049422400001,3.4869664477825877,-7.2276301144,3.4344503331300205,-4.384442476699999,4.71045744192619,hand_wash
-3.2101883847999995,2.2539268749285175,-7.37210961927,3.41048939957372,0.7501919253,5.523709633565761,hand_wash
-3.9367774345199997,3.517905464490328,-8.393896815999998,3.12005507551777,-3.7100169852,4.457334526004853,hand_wash
-3.2650103900930003,2.906320687863841,-7.9750797250000005,2.1328531435058644,-3.6201797560999993,4.2017949870190865,hand_wash
-3.2514665312,1.7243447751638796,-7.565734974,1.6844114967665456,-3.9727985297000004,3.4950418769172242,hand_wash
-2.6328569561,1.956569950636841,-7.938603604000001,2.143072989786283,-2.57222700825,4.642355306767519,hand_wash
-3.004923238387,2.378508859288255,-8.10217144579,3.3368379525172145,0.8846363859599999,4.570795841070478,hand_wash
-2.8959738025000004,2.960388973965232,-8.300706626,1.8624036004569107,-2.8565996894000008,5.033448938477065,hand_wash
-3.0332563121800007,3.07855338876237,-8.136923196000001,2.2817289492932407,-3.4953873091000003,4.4550573139303475,hand_wash
-3.0976823291,2.168196406378573,-6.661746870599999,2.8658618505268785,-1.4720868188000005,5.797273060861909,hand_wash
-3.0739117539399996,2.6753718305856897,-8.870888900999999,2.0479920764326702,-2.39928268128,4.319576750028774,hand_wash
-2.964662949700001,2.00082408515192,-7.412561470000001,1.670203808227184,-4.6734854669,3.752472010269444,hand_wash
-3.0226344165800003,2.751711906698765,-7.891649243999999,2.515953321829176,-3.9532551441999995,4.6294180131636065,hand_wash
-2.9761590295800007,3.3623201711564725,-8.239130693,2.373505760809173,-2.956615667439999,5.194774512299284,hand_wash
-3.1017658580200007,2.492161756307245,-7.410908902999999,2.7923146446599527,-5.3443303929,4.153788413339024,hand_wash
-2.9260672101999994,2.2748772566489115,-7.5391981156500005,3.1641759446070052,1.32740363353,4.4323779230382145,hand_wash
-3.2303544441599996,2.7337054269633234,-8.2305444696,2.7966628507392555,-2.7822223287,4.13792385230337,hand_wash
-3.49616568586,2.6386367067211416,-8.144659101999999,1.6448887802621626,-3.8583644973,3.6367363983559735,hand_wash
-3.396652605500001,2.201540064744238,-7.602438659000001,1.9549943428263974,-4.303754303199999,3.814550061412509,hand_wash
-3.1132260092999995,2.503148235392996,-7.606162905,2.355912175033866,-4.35802541236,4.2671744058066,hand_wash
