mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-3.2761232815692507,2.587680184639012,-2.93689275,4.172808679075585,-6.17578837925,3.9854675341215677,-6.71443735,7.347421567608092,-2.385295752622,5.8923882442901885,-3.54762265,6.350045232191038,hand_wash
-3.66113164698675,2.59232272180861,-3.6051031499999997,4.4841076802233575,-6.984116441499999,2.1412936231781603,-6.71383865,7.3042150846714815,-5.224884785622001,3.891248759652572,-5.3091595,6.5117880332707525,hand_wash
-3.64583644482,2.399753320484948,-3.6943175,4.363088624077939,-6.9104995250000005,2.1689057290244365,-6.70006715,7.242057398713901,-5.531986172787501,3.6892229579415363,-5.58817935,6.646744401150948,hand_wash
-3.6229041285115,2.4051500132711654,-3.7122802999999998,4.346920639286863,-7.130598823999999,2.1172162276399025,-6.8353858,7.43752900041576,-4.837188014935,4.057269063655981,-5.14629815,6.310203369630287,hand_wash
-3.567324704274,2.6827430279604396,-3.75539065,4.46149335138009,-7.581625919999999,2.23998542430349,-7.376659999999999,7.9048113484861355,-4.128504744235,4.394903932823246,-4.63615915,6.025897779623322,hand_wash
-3.3283795959564997,3.0645964282691773,-3.5458264,4.521767643827948,-8.056375673249999,2.1502800334564864,-7.999964,8.337705556702055,-3.3080399108500003,4.660832525629404,-3.42787175,5.710707441653927,hand_wash
-3.29299916759825,2.972461188691997,-3.2045360499999997,4.433653146366696,-7.933062113075,2.7810053945851636,-7.7903997,8.405244227094533,-2.4095333583275003,5.10973642793639,-2.6476941,5.643578993153696,hand_wash
-3.259292258245,2.8371262505909765,-3.192561,4.318813282956757,-7.970933356324999,2.7184428241770746,-7.8520715,8.42064339173816,-2.35730695987,5.102287757522602,-2.54111575,5.61472645039054,hand_wash
-3.2970227926575,3.04626562159794,-3.17220345,4.486300725212168,-7.87251899803,2.8245704990864966,-7.73830815,8.362703413513612,-2.709725106295,5.289490233761567,-2.948269,5.937286443941526,hand_wash
-3.3210448393000003,2.873199110025264,-3.1734009,4.3890743634252205,-7.72699762203,2.925317924437172,-7.54730525,8.260906941582933,-3.14968420293,5.27031174501391,-3.8212536,6.134105966079676,hand_wash
-3.2188403830749994,2.9360696353802753,-3.06023615,4.354295241856823,-7.834995040955,2.600047893873222,-7.74728935,8.254119923989348,-2.9094607447975,5.085681934848076,-3.1482532,5.853585411190443,hand_wash
-3.3569731364749997,3.18161597898491,-3.1769933999999997,4.622406535145148,-7.899394128280001,2.9881102801132875,-7.6940002,8.444341811675315,-3.2038415872525,5.114767828739943,-3.409909,6.0299294136222645,hand_wash
-3.13687084565,3.130861266534555,-3.004552,4.429192391610416,-7.764440782925001,3.206445645495036,-7.571854350000001,8.398936308537484,-3.1079360089525,5.065931823664835,-3.44463685,5.93790975972679,hand_wash
-3.1772628520249997,3.058584848238326,-3.004552,4.407556369639124,-7.755902533992501,3.4411227519758047,-7.8083623499999995,8.48326273296256,-1.7099002518775002,5.457091845230159,-2.1243823500000003,5.7121940312046515,hand_wash
-3.434616681105,3.3127068396215673,-3.2434552,4.768981367638906,-7.890727171242499,3.4298513467676246,-7.97421735,8.602211683704143,-2.7670738528824996,5.308232590727836,-3.3422497,5.980266516759766,hand_wash
-3.29625640795325,3.101186696425997,-3.19615355,4.523120807113958,-7.742179068667501,3.0947557335386375,-7.93350225,8.33636047678828,-2.741111823175,5.15235882584252,-3.3656012,5.830448395596302,hand_wash
-3.41586068515325,2.693656688695193,-3.2937507,4.3480744141558345,-7.826705283567499,2.6998303719326437,-7.98200135,8.278174733776787,-2.638200836425,4.8749405500597724,-3.2446526,5.53766524868686,hand_wash
-3.2715278279782503,2.6584406282814688,-3.1057416499999997,4.213375444569166,-7.968328779749999,2.33963298119415,-7.93350225,8.303882304239796,-3.4688055698125004,4.239560520389924,-3.629652,5.473714534362929,hand_wash
-3.0385642789450005,2.2919066068627885,-2.83390685,3.8042839907301076,-7.8953974371974995,2.4031134417423323,-7.774832,8.25214017813881,-2.3201422270225,4.651957278367181,-2.4908203999999996,5.193232587422495,hand_wash
-2.94630513204675,2.3054829127031673,-2.7177483999999996,3.739341822198043,-7.9768041624474995,2.353676543773233,-7.81913985,8.315969482601911,-2.1292472103475,4.812318837483683,-2.4524999999999997,5.256825110738316,hand_wash
-2.89175257729175,2.627666147398607,-2.5147705499999997,3.9050737223518146,-8.1196012179475,2.4639875300563823,-8.06702475,8.484337357766792,-2.0098944051975005,4.965258726747133,-2.242337,5.350872382894581,hand_wash
-3.0079589205417507,2.6648654452213147,-2.7680438499999998,4.016412695328812,-7.8003870345975,2.718792509590291,-7.8400965,8.259503073305654,-1.734859357835,5.2500250366459325,-2.15911005,5.5230057912031265,hand_wash
-3.0252060494299995,2.7339632166358188,-2.8476782,4.075259516184306,-7.992566398399999,2.4284119980564665,-8.0921725,8.352458291009695,-2.5558391246450003,4.972304151026794,-2.9895831499999996,5.585186897495786,hand_wash
