mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-3.1265463270923335,2.8056629549952756,-2.65847165,4.197713354168426,-6.115386990666666,4.5373371586908,-7.122189349999999,7.610306286583519,-1.1160192411626668,6.143131493527552,-1.2202625,6.233600079001388,hand_wash
-3.5787379939823327,2.8696010598330277,-3.3919463,4.584160465271573,-7.28237222,2.2764609865945986,-6.94974775,7.628757797005356,-4.8451883641626665,4.194477104875948,-5.0097822999999995,6.4039708780517355,hand_wash
-3.7085480409156664,2.315415034575061,-3.6895276,4.3699662315447245,-6.575378422666666,2.019297324803823,-6.41925085,6.877468372514971,-6.030567355783334,3.179048668790185,-5.7486455,6.814719747457052,hand_wash
-3.696956135844333,2.0055227156468276,-3.7547919,4.20430719169313,-6.7874014943333325,1.8903854221715628,-6.6401916,7.0448892278603354,-5.531113986933333,3.513754889077015,-5.569618,6.549697736961644,hand_wash
-3.588920789682,2.5962979816081835,-3.7476069,4.427035851810635,-7.388467583666667,2.2628940375768885,-7.1485345,7.726129282858474,-4.385208924246666,4.361027860791984,-5.0588801,6.179419560003553,hand_wash
-3.4536620703653336,2.9743070001166214,-3.6943177,4.554645484204717,-8.079051524666667,2.26346242077689,-8.0143345,8.389115455639752,-3.38334830898,4.638202364919499,-3.87095035,5.734828438633788,hand_wash
-3.2852722424309997,3.196472481238134,-3.39374265,4.579999116716353,-8.103213286999999,2.100507285198592,-8.1706095,8.370154677599162,-3.0653056732,4.657672222750797,-2.8440857,5.569353317003795,hand_wash
-3.257082854626667,2.8478164746291266,-3.192561,4.323379912309523,-7.857352546433334,2.891724851371761,-7.6981915,8.370913216584952,-2.294241111456667,5.205806625744087,-2.5806336500000002,5.680988484415086,hand_wash
-3.1782108616433336,2.8023978893254986,-3.1225066999999997,4.234179979413174,-7.9075441654333325,2.9017482681009734,-7.7610607,8.42148030908666,-2.023611878426667,5.272681517183168,-2.14593755,5.639459623777412,hand_wash
-3.4118529993,2.9507784859634216,-3.2027398,4.507639173279021,-7.8339092910399994,3.097699425340142,-7.645501100000001,8.422225994606748,-2.5855952362399997,5.460886363232316,-3.11113035,6.033836120708218,hand_wash
-3.3226664713666665,3.0730031975040633,-3.2123199500000004,4.522386903281811,-7.828460632273333,2.36345449577022,-7.7125615,8.176312940487577,-4.052173466003333,4.730243133944801,-4.4703037,6.222598002800702,hand_wash
