mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-3.2761232815692507,2.587680184639012,-6.17578837925,3.9854675341215677,-2.385295752622,5.8923882442901885,hand_wash
-3.66113164698675,2.59232272180861,-6.984116441499999,2.1412936231781603,-5.224884785622001,3.891248759652572,hand_wash
-3.64583644482,2.399753320484948,-6.9104995250000005,2.1689057290244365,-5.531986172787501,3.6892229579415363,hand_wash
-3.6229041285115,2.4051500132711654,-7.130598823999999,2.1172162276399025,-4.837188014935,4.057269063655981,hand_wash
-3.567324704274,2.6827430279604396,-7.581625919999999,2.23998542430349,-4.128504744235,4.394903932823246,hand_wash
-3.3283795959564997,3.0645964282691773,-8.056375673249999,2.1502800334564864,-3.3080399108500003,4.660832525629404,hand_wash
-3.29299916759825,2.972461188691997,-7.933062113075,2.7810053945851636,-2.4095333583275003,5.10973642793639,hand_wash
-3.259292258245,2.8371262505909765,-7.970933356324999,2.7184428241770746,-2.35730695987,5.102287757522602,hand_wash
-3.2970227926575,3.04626562159794,-7.87251899803,2.8245704990864966,-2.709725106295,5.289490233761567,hand_wash
-3.3210448393000003,2.873199110025264,-7.72699762203,2.925317924437172,-3.14968420293,5.27031174501391,hand_wash
-3.2188403830749994,2.9360696353802753,-7.834995040955,2.600047893873222,-2.9094607447975,5.085681934848076,hand_wash
-3.3569731364749997,3.18161597898491,-7.899394128280001,2.9881102801132875,-3.2038415872525,5.114767828739943,hand_wash
-3.13687084565,3.130861266534555,-7.764440782925001,3.206445645495036,-3.1079360089525,5.065931823664835,hand_wash
-3.1772628520249997,3.058584848238326,-7.755902533992501,3.4411227519758047,-1.7099002518775002,5.457091845230159,hand_wash
-3.434616681105,3.3127068396215673,-7.890727171242499,3.4298513467676246,-2.7670738528824996,5.308232590727836,hand_wash
-3.29625640795325,3.101186696425997,-7.742179068667501,3.0947557335386375,-2.741111823175,5.15235882584252,hand_wash
-3.41586068515325,2.693656688695193,-7.826705283567499,2.6998303719326437,-2.638200836425,4.8749405500597724,hand_wash
-3.2715278279782503,2.6584406282814688,-7.968328779749999,2.33963298119415,-3.4688055698125004,4.239560520389924,hand_wash
-3.0385642789450005,2.2919066068627885,-7.8953974371974995,2.4031134417423323,-2.3201422270225,4.651957278367181,hand_wash
