mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,label
-17.551128263,7.148359150693817,-19.033819,18.94764877907592,-11.1947315704,18.51594263766173,-13.222304000000001,21.61723956394727,-2.524230824115,8.943264456436028,-4.39785485,9.281905270111299,active
-19.49615955825,6.679179542559501,-21.3905185,20.605828017434384,-13.0807556053,18.37526731313994,-13.674963000000002,22.536913939420877,-3.0876172598250005,8.574743469580115,-5.46962595,9.103614136613727,active
-19.29937877075,6.964507023592841,-20.9642045,20.514607432835405,-12.757416033475002,18.419948642542195,-13.836028500000001,22.38745040363177,-3.772730573325,7.203733591975665,-5.403763,8.12388695138598,active
-19.4277547895,7.087742086044597,-21.618644,20.67723757709265,-12.459703133399998,18.46762175648902,-13.63305,22.258585374633594,-3.691359787425,6.8927918462711215,-5.21455615,7.811398086619957,active
-19.715276861499998,7.029828131608796,-21.8132395,20.928140841380436,-12.49379021705,18.805546334682063,-13.2803835,22.557908712936214,-4.2305265757249995,6.715200637344327,-5.6354811,7.929598975276472,active
-19.7244737205,6.9136670666038995,-21.883294499999998,20.898185540323087,-12.785871819075,18.864012404503487,-13.7593875,22.76927435736775,-3.9587307813500003,6.6770628719355685,-5.26066035,7.7552085770467185,active
-19.579646882,6.659818960051006,-21.792282999999998,20.678609180334533,-12.849851739599998,19.00678466365576,-13.461207,22.923206763499614,-4.137926137539999,6.19793338976384,-5.290598149999999,7.445856235378595,active
-19.352084114249998,6.504329225348895,-21.1144915,20.413321446791937,-12.603293467225,19.157845576606434,-13.9408095,22.91175453212286,-4.481416846715,5.874510556544011,-5.2917957,7.382865063596292,active
-19.20802371525,6.715131537929704,-20.815115,20.345231238262574,-11.654383748750002,19.638984599437272,-13.2624205,22.815568201774422,-4.041963698965,5.778649068310263,-5.0588802,7.046046667160045,active
-18.678086717249997,6.468522142062673,-19.87028,19.76380777261077,-10.8018225978,19.638930548401753,-13.749807,22.392024150053473,-3.8392552367649997,6.124263440944738,-4.6134064,7.221683803683495,active
