mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,label
-17.26803095833333,7.427141771599253,-18.69672,18.792643595045593,-10.344740104333333,18.835565545422476,-12.745096499999999,21.461816841638914,-2.2307291522866666,9.478106722809125,-4.2757085,9.721687674626832,active
-19.29638498066667,6.4402383624546715,-20.988753000000003,20.33934335026855,-13.5800363051,18.080900787398804,-14.2898835,22.58863938843256,-2.5529630826000003,9.074521328147846,-5.02175725,9.412229706345459,active
-19.176985297999998,6.704533418734815,-20.709135500000002,20.311516378352874,-13.122974859166666,18.301338502109125,-13.576767,22.49522164415974,-3.7662560342999996,7.223206534295243,-5.58159315,8.135445989261829,active
-19.387487552333333,7.129863369325367,-21.717438,20.652849087189967,-12.329453010299998,18.460316542313134,-13.721666,22.173469599639137,-3.9628232738333327,6.967103611355772,-5.4384907,8.005167034811365,active
-19.770199660333333,7.339065178369695,-21.883294499999998,21.084191535591188,-12.031368855,18.829685015011822,-13.1965575,22.318804123363698,-3.7869011033666666,6.841944029471916,-5.403763,7.810043367918302,active
-19.588541385000003,6.927274535726843,-21.6372055,20.773495829466842,-12.797415787433335,18.678814552290586,-13.9186555,22.6165640671842,-4.076842170466666,6.742251247335247,-5.38340525,7.869375290251131,active
-19.743778564333333,6.638362205580116,-21.792282999999998,20.826371549728197,-13.160915906633333,18.894563503816318,-13.279186,23.000526567911937,-4.014256311666666,6.512056393296341,-5.2917957,7.640665935876434,active
-19.590010342333333,6.556722044593705,-22.025796999999997,20.654680030674754,-12.849651151900002,19.17846827656254,-13.9408095,23.058645551633273,-4.558245073986667,5.999070255256254,-5.3959790000000005,7.526385538153915,active
-19.285942664,6.660749565239296,-21.394111000000002,20.40012950761248,-12.177373188566666,19.301158404651364,-13.891712,22.79432717035523,-4.121421464686666,5.740911506053645,-5.1804273,7.059342716819887,active
-18.899941377999998,6.638494603536672,-20.3822155,20.028242458863385,-11.288765027,19.702294771067407,-13.2624205,22.678683831960537,-4.187819393953333,5.5222796779633025,-5.00798585,6.923276118178878,active
-18.541698344666667,6.3835701375727405,-19.540366499999998,19.60634366678943,-10.430210384233332,19.734204979722154,-13.6396365,22.29192690984311,-3.6160284439666666,6.407565298630846,-4.3349852,7.348176539360414,active
-18.450140732833333,6.1822791167669715,-19.0673485,19.455098720439416,-10.679260494966666,19.623378855782608,-13.591736000000001,22.3123287095843,-3.5519457025733336,6.591733858014557,-3.8721479,7.478130582666254,active
-18.215193285166666,6.303755356426786,-18.860778500000002,19.271692718536205,-10.428549858633334,19.313571030018686,-13.705499,21.92088725392154,-3.055454156173333,7.458114413207247,-3.56857925,8.048220867514651,active
-18.840744481833337,6.937734341019079,-19.251765499999998,20.073499193970477,-11.129404489,19.361091669479688,-13.6629875,22.303946033792375,-3.3498259969733337,7.13952138215956,-4.5421546,7.875543826159409,active
-18.544265018333334,7.157639984056641,-19.828966,19.87336917865404,-9.920925522600001,19.61951659645351,-13.590537999999999,21.956026733721558,-3.3081087443333335,6.878400920525453,-4.6613065,7.622222424621866,active
-18.211225580333334,6.833536170137509,-19.058967,19.44711537317903,-10.171636122066666,18.66041485426781,-13.881533000000001,21.22528116008515,-3.9483254228556666,5.364765195136159,-4.59364745,6.653874326915325,active
