mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,label
-16.3845202245,7.7267858731092725,-18.2284935,18.106827629827542,-8.496457605,18.85738172678025,-10.8841665,20.640073478433173,-1.7448674925300003,10.167008660790497,-3.77634705,10.29056788275234,active
-19.7443673825,6.528767417374362,-21.421653499999998,20.790664330543844,-13.49770147335,18.47138978953641,-14.2898835,22.840188804317705,-2.1270767041,9.915215085473237,-5.2109637499999995,10.116540319959437,active
-18.7177363015,6.325820854964417,-20.122355,19.752710742937236,-13.8930055358,17.809202542316445,-14.201268,22.552105434638552,-3.3035941557,7.468392977062051,-4.94332025,8.149340067582516,active
-19.247951733999997,6.833624177949291,-21.1617935,20.41931862875986,-12.663809737249998,18.315456803947445,-13.3480425,22.229501910948127,-4.04815781555,6.874291992908206,-5.619314749999999,7.962863345012371,active
-19.88102124,7.52040099748857,-23.373593999999997,21.249203621607634,-11.621826531149999,18.987738960950427,-13.449831,22.221575363036052,-4.24186699095,6.915854575853481,-5.7300842,8.098353836471519,active
-19.607557845000002,7.345829824483783,-21.815036,20.93197874966065,-12.255596529549997,18.662267961937435,-13.8863235,22.287630886903585,-3.3345617592999997,6.9100018804128345,-4.8894325,7.656937213008754,active
-19.549532482999997,6.517181258386921,-21.151614,20.602075225587555,-13.36575390295,18.6282516838537,-13.2803835,22.889300543861893,-4.2191861605,6.525728985617798,-5.437293,7.757173773786325,active
-19.841389596,6.469087085333116,-22.125190500000002,20.864337597424285,-13.316147108600003,19.09567145967677,-13.520484,23.240938427079715,-4.5828998034,6.392116851580332,-5.5378837,7.852250165592009,active
-19.609761281,6.8157012172534515,-22.358106499999998,20.754860916548264,-12.33394957625,19.410933693199926,-13.891712,22.95706290571755,-4.05666611458,5.867144292130202,-5.2486855,7.120941314119519,active
-18.8627786325,6.518808031602443,-20.6013595,19.952112710207373,-11.890439825849999,19.241214486920853,-14.5707,22.577771646227497,-4.379933890029999,5.321024908875418,-5.1804273,6.881537650227718,active
-18.8062861495,6.605633188705771,-19.8104045,19.927182856878893,-10.97481792125,19.889820609987027,-13.1762,22.67319050073385,-4.02726128335,5.70346880504671,-4.8283594,6.970347342310865,active
-18.493394802,6.428871939464264,-19.0721385,19.573691367358418,-9.71320536975,20.017664561117726,-13.4612075,22.20472288870009,-3.2985765834999996,6.804466905008774,-3.81466735,7.54651399583062,active
-18.18807766475,5.788238621556573,-18.873952000000003,19.08251442937635,-10.9761830278,19.141240351717222,-14.000686,22.02343616811331,-3.4261233529599995,6.916825774883862,-3.5254687000000002,7.703349118130056,active
-18.31652856025,6.503307276056471,-18.9014945,19.43133446260521,-10.972327132850001,19.259522052448855,-13.546828999999999,22.123889948438002,-3.1863998516600005,7.407712880941786,-4.2140369,8.046923827805093,active
-19.0793004255,7.4871041238491465,-19.9876345,20.488927479178518,-10.3884213608,19.659652188325705,-13.842614000000001,22.192086718347053,-2.9953970251,7.57741290961681,-4.521198,8.130344630382606,active
-18.6816852645,7.121768316604377,-20.3277285,19.986779389322567,-10.21474652375,19.61958338668198,-13.700110250000002,22.07587956458577,-3.8051052352,5.9181506959788965,-5.0576825,7.023404514404704,active
-17.372250207999997,6.232438352560684,-18.591938,18.451128655687516,-9.53567458245,18.159185672799975,-13.6917275,20.470376985295378,-4.0841489904834996,4.6427649030175315,-4.48527285,6.174768221677258,active
-16.219509366,6.2913112206446735,-17.001644,17.39123854026493,-9.23830893155,17.859535507351726,-12.399016,20.06774888746672,-4.4769022538835,4.101187061664296,-4.7163922,6.064510732863449,active
-16.013411939,6.523618492921254,-16.0681855,17.285085252265493,-8.906437141175,19.09420892126655,-11.7876875,21.025948083428524,-4.6256509396,4.771087014040465,-5.5432727,6.636723706324544,active
-15.999706391,6.823260565899983,-15.746654750000001,17.38719945605448,-9.606309825475,19.589298285731072,-12.4151825,21.773908531858197,-5.08384810575,4.598374184586804,-5.1935996499999995,6.847249920815281,active
-15.631005092499999,6.67510446619533,-16.265175499999998,16.990072240523546,-10.2512406754,19.801137055991394,-15.115567500000001,22.253371406408966,-4.85902159558,4.446935993173869,-5.17803215,6.579244211538371,active
-16.4226069775,6.615365248188224,-17.985998000000002,17.698764420646246,-10.9259774976,19.765952396725165,-16.049624,22.541437266885154,-4.4319237476,4.557676194084422,-4.81758175,6.3490549165378996,active
-17.211915641999997,6.966780296824022,-18.154847,18.561879959557398,-10.807813300200001,19.941677632604847,-14.21024925,22.638263683434268,-4.82528774444,4.508916722902488,-4.4726988500000004,6.596368711696021,active
